roomId,email,accountId,verified
,,hi!,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
Pending,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
,,,false
,hi!,,true
,,,false
,,,false
,,,false
Checked in.,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
,,,false
,,,false
Checked in.,,,false
Pending,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
Pending,,,false
Pending,Cancelled,Booking confirmed.,false
,,Booking complete,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
,,Booking complete,false
,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,,false
,,,false
,,hi!,false
,,,false
,ADMIN-69,admin,true
,,,false
Checked in.,,,false
Pending,,,false
,Checked in.,,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
Booking confirmed.,Cancelled,Checked in.,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
,,,false
Checked in.,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Booking confirmed.,Pending,,false
,,,false
Checked in.,,,false
Pending,,,false
Booking confirmed.,Pending,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Pending,,false
,,,false
Checked in.,,,false
Pending,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
Pending,Checked in.,Pending,true
,,,false
,Checked in.,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
Pending,hi!,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
,,,false
Checked in.,,,false
Pending,,,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Pending,,false
,Cancelled,,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,,hi!,false
,,,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,Checked in.,hi!,true
Booking confirmed.,hi!,,true
,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
hi!,Cancelled,Cancelled,false
,Checked in.,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
Booking confirmed.,Cancelled,Checked in.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
,,,false
,Pending,,false
,Cancelled,,false
,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
Pending,Cancelled,Booking confirmed.,false
student,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
,Cancelled,,false
,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
Booking confirmed.,Cancelled,Checked in.,false
,Cancelled,Booking confirmed.,false
,,,false
,Cancelled,,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
Booking confirmed.,Cancelled,Checked in.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,Pending,Cancelled,false
,,,false
Checked in.,,,false
Pending,,,false
,Cancelled,Cancelled,false
,,Booking complete,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,,Booking complete,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,Cancelled,true
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
student,Cancelled,Cancelled,false
,Pending,Cancelled,false
,,,false
Checked in.,,,false
Pending,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
Pending,,,false
hi!,Checked in.,Pending,true
,ADMIN-69,admin,true
,Cancelled,Booking confirmed.,false
Booking confirmed.,hi!,,true
,Cancelled,Booking confirmed.,false
,,,false
,,hi!,false
,Cancelled,,false
,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
hi!,Pending,Checked in.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
Pending,hi!,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,Pending,Cancelled,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,,hi!,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
,Checked in.,,false
Pending,Checked in.,student,false
,Checked in.,,false
Pending,Cancelled,Booking confirmed.,false
student,Checked in.,Booking complete,false
Pending,Cancelled,Booking confirmed.,false
,admin,hi!,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
hi!,Checked in.,Pending,true
,,,false
Checked in.,,,false
Pending,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
Pending,,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
,Pending,,false
Booking confirmed.,Pending,,false
,,,false
Checked in.,,,false
,Cancelled,,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,Checked in.,Booking complete,true
,Cancelled,,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,,false
Pending,Checked in.,Pending,true
Pending,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
Pending,,,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
,Checked in.,hi!,true
,Checked in.,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,,,false
,Cancelled,Booking confirmed.,false
,,,false
,,,false
Checked in.,,,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
,Cancelled,,false
,Cancelled,Cancelled,true
student,Checked in.,Booking complete,false
,,,false
,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
hi!,Pending,Checked in.,false
,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
Pending,Cancelled,Booking confirmed.,false
Checked in.,Booking complete,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
,Cancelled,,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
Pending,Cancelled,Booking confirmed.,false
,Booking confirmed.,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,,Booking complete,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Checked in.,Pending,true
,,,false
,ADMIN-69,admin,true
,,,false
,,hi!,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
Pending,Cancelled,Booking confirmed.,false
,,hi!,false
Pending,Cancelled,Booking confirmed.,false
student,Cancelled,,false
hi!,Checked in.,Pending,true
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
,,,false
Checked in.,,,false
Pending,,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
Pending,Cancelled,Booking confirmed.,false
,admin,hi!,false
,Cancelled,,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,,false
,,,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
Pending,hi!,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
,,,false
,Cancelled,,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,hi!,,true
,hi!,,true
,Checked in.,Booking complete,true
,,,false
Checked in.,,,false
,,,false
,,,false
Checked in.,,,false
Pending,Cancelled,Booking confirmed.,false
Checked in.,Booking complete,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Checked in.,Pending,true
,,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
,,,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
,,hi!,false
Pending,Cancelled,Booking confirmed.,false
,,,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,admin,,true
Pending,Cancelled,Booking confirmed.,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
,Cancelled,Booking confirmed.,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,ADMIN-69,admin,true
,Pending,Cancelled,false
Pending,Cancelled,Booking confirmed.,false
Booking confirmed.,hi!,,true
,,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
Pending,,,false
,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
ADMIN-69,Cancelled,,true
hi!,Checked in.,Pending,true
,hi!,Booking complete,false
,hi!,Booking complete,false
,hi!,Booking complete,false
,,,false
,,,false
Checked in.,,,false
,,,false
Checked in.,,,false
Pending,,,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
,Cancelled,,false
,,,false
Checked in.,,,false
Pending,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
ADMIN-69,Cancelled,,true
,ADMIN-69,admin,true
,,,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
,Cancelled,Booking confirmed.,false
,Cancelled,,false
,Cancelled,Booking confirmed.,false
student,Cancelled,Cancelled,false
,,hi!,false
Pending,Cancelled,Booking confirmed.,false
Booking confirmed.,hi!,,true
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
,Cancelled,Booking confirmed.,false
,,hi!,false
Booking confirmed.,,Unverified badge detected for .,true
,,,false
Checked in.,,,false
Pending,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
ADMIN-69,Cancelled,,true
,,,false
partner,Pending,,false
Pending,Cancelled,Booking confirmed.,false
,admin,hi!,false
hi!,Pending,Checked in.,false
,,,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
,,Booking complete,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
hi!,Pending,Booking complete,true
,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Booking confirmed.,hi!,,true
,Cancelled,Booking confirmed.,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,Checked in.,Cancelled,true
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,,hi!,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
hi!,Pending,Checked in.,false
Pending,Cancelled,Booking confirmed.,false
,,Booking complete,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,admin,,true
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,hi!,false
,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
hi!,Pending,Booking complete,true
,Pending,Cancelled,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,,false
,,,false
Checked in.,,,false
Pending,Cancelled,Booking confirmed.,false
Checked in.,Booking complete,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
,Checked in.,,false
,,,false
,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
Pending,Cancelled,Booking confirmed.,false
faculty,Booking confirmed.,,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,,false
ADMIN-69,Booking confirmed.,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
Pending,Cancelled,Booking confirmed.,false
partner,Pending,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
,,,false
Checked in.,,,false
Pending,,,false
,Cancelled,Cancelled,true
,Cancelled,Booking confirmed.,false
,Cancelled,,false
hi!,Checked in.,Pending,true
hi!,Cancelled,Checked in.,false
,,hi!,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
Pending,Cancelled,Booking confirmed.,false
Checked in.,Booking complete,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,partner,Pending,false
,Pending,Cancelled,false
,,,false
,Checked in.,hi!,true
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
,,,false
Pending,admin,Pending,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
Pending,Cancelled,Booking confirmed.,false
hi!,Checked in.,Pending,true
,,,false
Checked in.,,,false
Pending,Cancelled,Booking confirmed.,false
Checked in.,Booking complete,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
student,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
,,,false
,,,false
,,hi!,false
,,,false
Checked in.,,,false
Pending,,,false
Pending,Booking confirmed.,ADMIN-69,true
,,hi!,false
,admin,,true
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
Booking confirmed.,Cancelled,Checked in.,false
,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,Cancelled,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
Pending,,,false
,Checked in.,Cancelled,true
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
Pending,Cancelled,Booking confirmed.,false
,,,false
,,,false
,,,false
Checked in.,,,false
,,,false
,,,false
faculty,Booking confirmed.,,false
,Cancelled,,false
,,,false
Checked in.,,,false
Pending,,,false
,,Unverified badge detected for Cancelled.,false
,,,false
Checked in.,,,false
Pending,,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
,,,false
Checked in.,,,false
Pending,Cancelled,Booking confirmed.,false
Checked in.,Booking complete,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
hi!,Cancelled,Cancelled,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Booking confirmed.,hi!,,true
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
,,,false
,Pending,Cancelled,false
,,,false
,,hi!,false
,Cancelled,Booking confirmed.,false
,Unverified badge detected for Cancelled.,staff,true
Pending,Cancelled,Booking confirmed.,false
,student,,false
,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Booking confirmed.,ADMIN-69,hi!,false
Pending,Checked in.,Pending,true
,Cancelled,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
Pending,,,false
,Cancelled,,false
,Cancelled,Booking confirmed.,false
Booking confirmed.,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,,false
,Cancelled,,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,,false
,Cancelled,,false
,Cancelled,,true
,,,false
,Pending,,false
Pending,Cancelled,Booking confirmed.,false
ADMIN-69,Cancelled,,true
Cancelled,admin,ADMIN-69,true
,Cancelled,Booking confirmed.,false
ADMIN-69,Booking confirmed.,,false
,,,false
hi!,Checked in.,Pending,true
Pending,Cancelled,Booking confirmed.,false
,student,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
,Pending,,false
,,,false
,Cancelled,,false
hi!,Checked in.,Pending,true
Pending,Cancelled,Booking confirmed.,false
,admin,hi!,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
Pending,Cancelled,Booking confirmed.,false
,,hi!,false
,,,false
,,,false
Checked in.,,,false
Pending,,,false
hi!,Checked in.,Pending,true
Pending,Cancelled,Booking confirmed.,false
hi!,admin,hi!,false
,,,false
,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,Cancelled,true
,,,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
Pending,Cancelled,Booking confirmed.,false
,Checked in.,Booking complete,true
ADMIN-69,Booking confirmed.,,false
,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
Pending,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
,Cancelled,,true
,Cancelled,,false
,,,false
Pending,Checked in.,Pending,true
,Cancelled,Booking confirmed.,false
,Cancelled,,false
,Cancelled,,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
,Checked in.,hi!,true
,,Booking complete,false
,Cancelled,,false
,,,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,,false
Pending,hi!,Pending,false
,,,false
,Cancelled,,true
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
hi!,Checked in.,Pending,true
,Cancelled,,false
,Cancelled,,false
hi!,Pending,Checked in.,false
,,,false
,,,false
Checked in.,,,false
Pending,,,false
,,,false
Checked in.,,,false
Pending,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
,,,false
Checked in.,,,false
Pending,,,false
,,,false
Booking confirmed.,hi!,,true
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,,false
faculty,Cancelled,,false
,,,false
,hi!,,true
Pending,Cancelled,Booking confirmed.,false
ADMIN-69,Booking confirmed.,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Cancelled,false
,,,false
Pending,Cancelled,Booking confirmed.,false
,,hi!,false
,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,,,false
,Cancelled,,false
partner,Pending,,false
faculty,Pending,Booking complete,false
,Cancelled,,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,Checked in.,false
Pending,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
Pending,,,false
,Cancelled,Booking confirmed.,false
,Cancelled,Booking confirmed.,false
Pending,Cancelled,Booking confirmed.,false
,student,,false
,,,false
,Cancelled,,false
,Cancelled,,true
Pending,Cancelled,Booking confirmed.,false
,admin,hi!,false
hi!,Checked in.,Pending,true
Pending,Cancelled,Booking confirmed.,false
hi!,admin,hi!,false
hi!,student,admin,false
,,,false
Pending,Cancelled,Booking confirmed.,false
Pending,Cancelled,,false
Pending,Checked in.,Pending,true
Pending,Cancelled,Booking confirmed.,false
,,,false
Checked in.,,,false
